,title,url_anime,date_published_anime,score_anime,rank_anime,members_anime,anime_exists,url,date_published,score,rank,members
432,Ookami no Kawa wo Kabutta Hitsuji Hime,,,,,,no,https://myanimelist.net/manga/132727/Ookami_no_Kawa_wo_Kabutta_Hitsuji_Hime,2020-01 - 2023-01,7.84,4,233413
433,Kino no Tabi: The Beautiful World,,,,,,no,https://myanimelist.net/manga/104475/Kino_no_Tabi__The_Beautiful_World,2017-01 - 2020-01,7.84,5,204240
434,Orange Marmalade,,,,,,no,https://myanimelist.net/manga/54897/Orange_Marmalade,2011-01 - 2013-01,7.83,1,341784
435,Les Misérables,,,,,,no,https://myanimelist.net/manga/55301/Les_Misérables,2013-01 - 2016-01,7.83,2,162284
436,Kasane,,,,,,no,https://myanimelist.net/manga/55377/Kasane,2013-01 - 2018-01,7.83,3,832280
437,Mahouka Koukou no Rettousei: Tsuioku-hen,,,,,,no,https://myanimelist.net/manga/60977/Mahouka_Koukou_no_Rettousei__Tsuioku-hen,2014-01 - 2015-01,7.83,4,157941
438,Duty After School,,,,,,no,https://myanimelist.net/manga/64087/Duty_After_School,2012-01 - 2013-01,7.83,5,310176
439,Lord El-Melloi II-sei no Jikenbo,,,,,,no,https://myanimelist.net/manga/85437/Lord_El-Melloi_II-sei_no_Jikenbo,2014-01 - 2019-01,7.83,1,192716
440,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama shiteiru",,,,,,no,https://myanimelist.net/manga/54431/Ore_no_Nounai_Sentakushi_ga_Gakuen_Love_Comedy_wo_Zenryoku_de_Jama_shiteiru,2012-01 - 2016-01,7.82,2,162867
441,Kishibe Rohan wa Ugokanai,,,,,,no,https://myanimelist.net/manga/61959/Kishibe_Rohan_wa_Ugokanai,1997-01,7.82,3,15458
442,Katayoku no Labyrinth,,,,,,no,https://myanimelist.net/manga/65489/Katayoku_no_Labyrinth,2014-01 - 2016-01,7.82,4,164042
443,Rokudenashi Majutsu Koushi to Akashic Records,,,,,,no,https://myanimelist.net/manga/75065/Rokudenashi_Majutsu_Koushi_to_Akashic_Records,2014-01,7.82,1,8512
444,Sword Art Online: Mother's Rosario,,,,,,no,https://myanimelist.net/manga/75101/Sword_Art_Online__Mothers_Rosario,2014-01 - 2016-01,7.82,2,165461
445,Tokyo Ravens,,,,,,no,https://myanimelist.net/manga/23898/Tokyo_Ravens,2010-01,7.82,3,5480
446,Aoki Hagane no Arpeggio,,,,,,no,https://myanimelist.net/manga/25861/Aoki_Hagane_no_Arpeggio,2009-01,7.82,4,9447
447,Sakurasou no Pet na Kanojo,,,,,,no,https://myanimelist.net/manga/28107/Sakurasou_no_Pet_na_Kanojo,2011-01 - 2015-01,7.82,5,512453
448,Shumari,,,,,,no,https://myanimelist.net/manga/22273/Shumari,1978-01,7.81,1,417
449,Hana ni Arashi,,,,,,no,https://myanimelist.net/manga/111857/Hana_ni_Arashi,2017-01 - 2023-01,7.81,3,310473
450,50cm no Isshou,,,,,,no,https://myanimelist.net/manga/113667/50cm_no_Isshou,2018-01 - 2019-01,7.81,4,191131
451,"Fuufu Ijou, Koibito Miman.",,,,,,no,https://myanimelist.net/manga/115848/Fuufu_Ijou_Koibito_Miman,2018-01,7.81,5,49794
452,Chitose-kun wa Ramune Bin no Naka,,,,,,no,https://myanimelist.net/manga/130231/Chitose-kun_wa_Ramune_Bin_no_Naka,2019-01,7.81,1,2589
453,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",,,,,,no,https://myanimelist.net/manga/132505/Loop_7-kaime_no_Akuyaku_Reijou_wa_Moto_Tekikoku_de_Jiyuu_Kimama_na_Hanayome_Seikatsu_wo_Mankitsu_suru,2020-01,7.81,2,1918
454,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",,,,,,no,https://myanimelist.net/manga/132500/Loop_7-kaime_no_Akuyaku_Reijou_wa_Moto_Tekikoku_de_Jiyuu_Kimama_na_Hanayome_Seikatsu_wo_Mankitsu_suru,2020-01,7.67,5,5694
455,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",,,,,,no,https://myanimelist.net/manga/132505/Loop_7-kaime_no_Akuyaku_Reijou_wa_Moto_Tekikoku_de_Jiyuu_Kimama_na_Hanayome_Seikatsu_wo_Mankitsu_suru,2020-01,7.81,2,1918
456,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",,,,,,no,https://myanimelist.net/manga/132500/Loop_7-kaime_no_Akuyaku_Reijou_wa_Moto_Tekikoku_de_Jiyuu_Kimama_na_Hanayome_Seikatsu_wo_Mankitsu_suru,2020-01,7.67,5,5694
457,Ryoushin no Shakkin wo Katagawari shite Morau Jouken wa Nihonichi Kawaii Joshikousei to Issho ni Kurasu Koto deshita.,,,,,,no,https://myanimelist.net/manga/136791/Ryoushin_no_Shakkin_wo_Katagawari_shite_Morau_Jouken_wa_Nihonichi_Kawaii_Joshikousei_to_Issho_ni_Kurasu_Koto_deshita,2020-01,7.81,3,3171
458,Senpai wa Otokonoko,,,,,,no,https://myanimelist.net/manga/137982/Senpai_wa_Otokonoko,2019-01 - 2021-01,7.81,4,216693
459,Trinity Blood,,,,,,no,https://myanimelist.net/manga/556/Trinity_Blood,2003-01 - 2018-01,7.81,5,818037
460,Kodomo no Jikan,,,,,,no,https://myanimelist.net/manga/582/Kodomo_no_Jikan,2005-01 - 2013-01,7.81,1,321487
461,Kiniro no Corda,,,,,,no,https://myanimelist.net/manga/1051/Kiniro_no_Corda,2004-01 - 2011-01,7.81,2,111322
462,Rasetsu no Hana,,,,,,no,https://myanimelist.net/manga/3636/Rasetsu_no_Hana,2005-01 - 2010-01,7.81,3,104016
463,Franken Fran,,,,,,no,https://myanimelist.net/manga/5806/Franken_Fran,2006-01 - 2012-01,7.81,4,235330
464,Yume-iro Pâtissière,,,,,,no,https://myanimelist.net/manga/10386/Yume-iro_Pâtissière,2008-01 - 2013-01,7.81,5,136719
465,Sasurai Emanon,,,,,,no,https://myanimelist.net/manga/36903/Sasurai_Emanon,2008-01 - 2017-01,7.79,1,717470
466,Junketsu Drop,,,,,,no,https://myanimelist.net/manga/37641/Junketsu_Drop,2011-01 - 2011-01,7.79,2,112853
467,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo? Z,,,,,,no,https://myanimelist.net/manga/49333/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_desu_yo_Z,2012-01 - 2013-01,7.79,3,135756
468,Hidamari ga Kikoeru: Shunkashuutou,,,,,,no,https://myanimelist.net/manga/139289/Hidamari_ga_Kikoeru__Shunkashuutou,2020-01,7.79,4,2150
469,"Tensei shite High Elf ni Narimashita ga, Slow Life wa 120-nen de Akimashita",,,,,,no,https://myanimelist.net/manga/141278/Tensei_shite_High_Elf_ni_Narimashita_ga_Slow_Life_wa_120-nen_de_Akimashita,2021-01,7.79,5,4404
470,Yamada to Kase-san.,,,,,,no,https://myanimelist.net/manga/143990/Yamada_to_Kase-san,2017-01,7.79,1,3308
471,Nigoru Hitomi de Nani wo Negau: Highserk Senki,,,,,,no,https://myanimelist.net/manga/144241/Nigoru_Hitomi_de_Nani_wo_Negau__Highserk_Senki,2022-01,7.79,2,6078
472,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,,,,,,no,https://myanimelist.net/manga/149334/Tokidoki_Bosotto_Russia-go_de_Dereru_Tonari_no_Alya-san,2022-01,7.79,3,16865
473,Revenge of the Baskerville Bloodhound,,,,,,no,https://myanimelist.net/manga/157888/Revenge_of_the_Baskerville_Bloodhound,2023-01,7.79,4,12741
474,Love Hina,,,,,,no,https://myanimelist.net/manga/16/Love_Hina,1998-01 - 2001-01,7.79,5,167970
475,Chobits,,,,,,no,https://myanimelist.net/manga/107/Chobits,2000-01 - 2002-01,7.79,1,268180
476,Kidou Keisatsu Patlabor,,,,,,no,https://myanimelist.net/manga/201/Kidou_Keisatsu_Patlabor,1988-01 - 1994-01,7.79,2,942516
477,Alive: Saishuu Shinkateki Shounen,,,,,,no,https://myanimelist.net/manga/219/Alive__Saishuu_Shinkateki_Shounen,2003-01 - 2010-01,7.79,3,25860
478,Hybrid Child,,,,,,no,https://myanimelist.net/manga/257/Hybrid_Child,2003-01 - 2004-01,7.79,4,410126
479,Pumpkin Scissors,,,,,,no,https://myanimelist.net/manga/426/Pumpkin_Scissors,2002-01,7.79,5,5120
480,W-Juliet II,,,,,,no,https://myanimelist.net/manga/2906/W-Juliet_II,2006-01,7.78,1,2730
481,Touhou Bougetsushou: Silent Sinner in Blue.,,,,,,no,https://myanimelist.net/manga/3014/Touhou_Bougetsushou__Silent_Sinner_in_Blue,2007-01 - 2009-01,7.78,2,97266
482,Nanairo Sekai,,,,,,no,https://myanimelist.net/manga/3276/Nanairo_Sekai,2005-01 - 2006-01,7.78,3,66168
483,Shinobi Life,,,,,,no,https://myanimelist.net/manga/3565/Shinobi_Life,2006-01 - 2012-01,7.78,4,225877
484,Asterisk,,,,,,no,https://myanimelist.net/manga/3737/Asterisk,2006-01 - 2010-01,7.78,5,102631
485,Maria-sama ga Miteru,,,,,,no,https://myanimelist.net/manga/4177/Maria-sama_ga_Miteru,1998-01 - 2012-01,7.78,1,122025
486,Sono Yubi dake ga Shitteiru,,,,,,no,https://myanimelist.net/manga/5220/Sono_Yubi_dake_ga_Shitteiru,2001-01 - 2008-01,7.78,2,82404
487,Patalliro!,,,,,,no,https://myanimelist.net/manga/6045/Patalliro,1979-01,7.78,3,1164
488,Zettai Heiwa Daisakusen,,,,,,no,https://myanimelist.net/manga/6624/Zettai_Heiwa_Daisakusen,2007-01 - 2010-01,7.78,4,17056
489,Koukaku Kidoutai: Stand Alone Complex,,,,,,no,https://myanimelist.net/manga/7848/Koukaku_Kidoutai__Stand_Alone_Complex,2004-01 - 2005-01,7.78,5,52526
490,Shin Getter Robo,,,,,,no,https://myanimelist.net/manga/8571/Shin_Getter_Robo,1996-01 - 1999-01,7.78,1,992760
491,C.M.B. Shinra Hakubutsukan no Jiken Mokuroku,,,,,,no,https://myanimelist.net/manga/10318/CMB_Shinra_Hakubutsukan_no_Jiken_Mokuroku,2005-01 - 2020-01,7.78,2,202122
492,Yongbi Bulpae,,,,,,no,https://myanimelist.net/manga/10685/Yongbi_Bulpae,1998-01 - 2002-01,7.78,3,25430
493,Amanchu!,,,,,,no,https://myanimelist.net/manga/11061/Amanchu,2008-01 - 2021-01,7.78,4,219484
494,Hidan no Aria,,,,,,no,https://myanimelist.net/manga/12297/Hidan_no_Aria,2008-01,7.78,5,5008
495,Love in the Mask,,,,,,no,https://myanimelist.net/manga/17007/Love_in_the_Mask,,7.77,1,10067
496,Raise wa Tanin ga Ii,,,,,,no,https://myanimelist.net/manga/109229/Raise_wa_Tanin_ga_Ii,2017-01,7.77,2,25561
497,Urasekai Picnic,,,,,,no,https://myanimelist.net/manga/110766/Urasekai_Picnic,2018-01,7.77,3,6645
498,Ori no Naka no Soloist,,,,,,no,https://myanimelist.net/manga/117623/Ori_no_Naka_no_Soloist,2018-01 - 2021-01,7.77,5,115917
499,Vivy Prototype,,,,,,no,https://myanimelist.net/manga/136733/Vivy_Prototype,2021-01 - 2021-01,7.77,1,698
500,"Nee Nee, Nene-san.",,,,,,no,https://myanimelist.net/manga/140604/Nee_Nee_Nene-san,2021-01 - 2021-01,7.77,2,211394
501,Yume no Hashibashi,,,,,,no,https://myanimelist.net/manga/141215/Yume_no_Hashibashi,2018-01 - 2020-01,7.77,3,201781
502,Haikyuu!! Tokubetsu Bangai-hen: Matsuri Futatabi,,,,,,no,https://myanimelist.net/manga/146284/Haikyuu_Tokubetsu_Bangai-hen__Matsuri_Futatabi,2022-01 - 2022-01,7.77,4,222093
503,Beware the Villainess!,,,,,,no,https://myanimelist.net/manga/146912/Beware_the_Villainess,2020-01 - 2022-01,7.77,5,213519
504,Happily Ever Afterwards,,,,,,no,https://myanimelist.net/manga/147263/Happily_Ever_Afterwards,2020-01 - 2022-01,7.77,1,224347
505,Lout of Count's Family,,,,,,no,https://myanimelist.net/manga/147317/Lout_of_Counts_Family,2020-01,7.77,2,17746
506,Return of the Mad Demon,,,,,,no,https://myanimelist.net/manga/147577/Return_of_the_Mad_Demon,2021-01,7.77,3,11198
507,Ruri Dragon,,,,,,no,https://myanimelist.net/manga/148054/Ruri_Dragon,2022-01,7.77,4,28533
508,Saihate ni Madou,,,,,,no,https://myanimelist.net/manga/159771/Saihate_ni_Madou,2023-01,7.77,5,8279
509,Aitsu no Daihonmei,,,,,,no,https://myanimelist.net/manga/14748/Aitsu_no_Daihonmei,2006-01,7.76,1,8693
510,GE: Good Ending,,,,,,no,https://myanimelist.net/manga/15578/GE__Good_Ending,2009-01 - 2013-01,7.76,2,351996
511,Zekkyou Gakkyuu,,,,,,no,https://myanimelist.net/manga/17154/Zekkyou_Gakkyuu,2008-01 - 2015-01,7.76,3,511054
512,Gensou Suikoden III: Unmei no Keishousha,,,,,,no,https://myanimelist.net/manga/536/Gensou_Suikoden_III__Unmei_no_Keishousha,2002-01 - 2006-01,7.75,4,62155
513,MAX Lovely!,,,,,,no,https://myanimelist.net/manga/1275/MAX_Lovely,,7.75,5,3481
514,Kyoushoku Soukou Guyver,,,,,,no,https://myanimelist.net/manga/1608/Kyoushoku_Soukou_Guyver,1985-01 - 2016-01,7.75,1,163923
515,Shimotsuma Monogatari,,,,,,no,https://myanimelist.net/manga/4181/Shimotsuma_Monogatari,2002-01 - 2002-01,7.75,2,641
516,Junjou Minimum,,,,,,no,https://myanimelist.net/manga/6404/Junjou_Minimum,2004-01 - 2005-01,7.75,3,53309
517,Tales of Symphonia: Extra Load,,,,,,no,https://myanimelist.net/manga/7199/Tales_of_Symphonia__Extra_Load,2005-01 - 2007-01,7.75,4,71687
518,Warau Kanoko-sama,,,,,,no,https://myanimelist.net/manga/10412/Warau_Kanoko-sama,2007-01 - 2009-01,7.75,5,99225
519,Choujin Taikei,,,,,,no,https://myanimelist.net/manga/11415/Choujin_Taikei,1971-01 - 1975-01,7.75,1,657
520,Grappler Baki,,,,,,no,https://myanimelist.net/manga/11425/Grappler_Baki,1991-01 - 1999-01,7.75,2,926688
521,Kuroshitsuji Anthology Comic: Nijishitsuji,,,,,,no,https://myanimelist.net/manga/13450/Kuroshitsuji_Anthology_Comic__Nijishitsuji,2009-01 - 2010-01,7.75,3,105495
522,Yakusoku Siren,,,,,,no,https://myanimelist.net/manga/13850/Yakusoku_Siren,2009-01 - 2010-01,7.75,4,102485
523,Date A Live: Encore,,,,,,no,https://myanimelist.net/manga/70921/Date_A_Live__Encore,2011-01,7.75,5,2504
524,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,,,,,,no,https://myanimelist.net/manga/28533/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui,2011-01,7.74,1,55411
525,Mahouka Koukou no Rettousei: Nyuugaku-hen,,,,,,no,https://myanimelist.net/manga/33699/Mahouka_Koukou_no_Rettousei__Nyuugaku-hen,2011-01 - 2013-01,7.74,2,318227
526,Majo no Shinzou,,,,,,no,https://myanimelist.net/manga/35313/Majo_no_Shinzou,2012-01 - 2016-01,7.74,3,163502
527,To LOVE-Ru Darkness: Little Sisters,,,,,,no,https://myanimelist.net/manga/41835/To_LOVE-Ru_Darkness__Little_Sisters,2012-01 - 2012-01,7.74,4,122860
528,Murim Login,,,,,,no,https://myanimelist.net/manga/147389/Murim_Login,2020-01,7.74,5,8300
529,Karin,,,,,,no,https://myanimelist.net/manga/387/Karin,2003-01 - 2008-01,7.74,1,834860
530,Swan,,,,,,no,https://myanimelist.net/manga/1332/Swan,1976-01 - 1981-01,7.74,2,812066
531,Daa! Daa! Daa!,,,,,,no,https://myanimelist.net/manga/1526/Daa_Daa_Daa,1998-01 - 2002-01,7.74,3,24491
532,Café Latte Rhapsody,,,,,,no,https://myanimelist.net/manga/2116/Café_Latte_Rhapsody,2008-01 - 2008-01,7.74,4,84558
533,Kamichama Karin Chu,,,,,,no,https://myanimelist.net/manga/2575/Kamichama_Karin_Chu,2006-01 - 2008-01,7.74,5,88041
534,Saki,,,,,,no,https://myanimelist.net/manga/6310/Saki,2006-01,7.74,1,9862
535,Azumi,,,,,,no,https://myanimelist.net/manga/7842/Azumi,1994-01 - 2008-01,7.74,2,84953
536,Tekken Chinmi Legends,,,,,,no,https://myanimelist.net/manga/8113/Tekken_Chinmi_Legends,2007-01,7.74,3,1091
537,FLCL,,,,,,no,https://myanimelist.net/manga/8173/FLCL,2000-01 - 2001-01,7.74,4,14760
538,xxxHOLiC: AnotherHOLiC,,,,,,no,https://myanimelist.net/manga/10183/xxxHOLiC__AnotherHOLiC,2006-01 - 2006-01,7.74,5,63336
539,Strawberry Shake Sweet,,,,,,no,https://myanimelist.net/manga/3935/Strawberry_Shake_Sweet,2003-01 - 2009-01,7.73,1,96296
540,Rokudenashi Blues,,,,,,no,https://myanimelist.net/manga/4444/Rokudenashi_Blues,1988-01 - 1997-01,7.73,2,979693
541,Koukaku no Regios,,,,,,no,https://myanimelist.net/manga/7533/Koukaku_no_Regios,2006-01 - 2013-01,7.73,3,133961
542,Umimachi Diary,,,,,,no,https://myanimelist.net/manga/8168/Umimachi_Diary,2006-01 - 2018-01,7.73,4,183262
543,Touhou Bougetsushou: Tsuki no Inaba to Chijou no Inaba,,,,,,no,https://myanimelist.net/manga/9429/Touhou_Bougetsushou__Tsuki_no_Inaba_to_Chijou_no_Inaba,2007-01 - 2009-01,7.73,5,94640
544,Joou no Hana,,,,,,no,https://myanimelist.net/manga/10403/Joou_no_Hana,2007-01 - 2016-01,7.73,1,167237
545,Running on Empty,,,,,,no,https://myanimelist.net/manga/10805/Running_on_Empty,2008-01 - 2008-01,7.73,2,84932
546,Heart no Kuni no Alice: Wonderful Wonder World,,,,,,no,https://myanimelist.net/manga/11516/Heart_no_Kuni_no_Alice__Wonderful_Wonder_World,2008-01 - 2010-01,7.73,3,29227
547,Red,,,,,,no,https://myanimelist.net/manga/12713/Red,1998-01 - 2005-01,7.73,4,53106
548,Kekkai Sensen,,,,,,no,https://myanimelist.net/manga/12994/Kekkai_Sensen,2009-01 - 2015-01,7.73,5,515964
549,Prunus Girl,,,,,,no,https://myanimelist.net/manga/14115/Prunus_Girl,2008-01 - 2013-01,7.73,2,323122
550,Dousei Jidai,,,,,,no,https://myanimelist.net/manga/17462/Dousei_Jidai,1972-01 - 1973-01,7.73,3,732345
551,Survival,,,,,,no,https://myanimelist.net/manga/17927/Survival,1976-01 - 1980-01,7.73,4,803210
552,Shinya Shokudou,,,,,,no,https://myanimelist.net/manga/17988/Shinya_Shokudou,2006-01,7.73,5,2935
553,Puchimas!: Petit iDOLM@STER,,,,,,no,https://myanimelist.net/manga/29899/Puchimas__Petit_iDOLMSTER,2008-01,7.72,1,1263
554,Nisekoi,,,,,,no,https://myanimelist.net/manga/31499/Nisekoi,2011-01 - 2016-01,7.72,2,198095
555,"Yozora no Sumikko de,",,,,,,no,https://myanimelist.net/manga/34755/Yozora_no_Sumikko_de,2011-01 - 2013-01,7.72,3,137651
556,Hataraku Maou-sama!,,,,,,no,https://myanimelist.net/manga/36719/Hataraku_Maou-sama,2011-01 - 2020-01,7.72,4,27470
557,Steins;Gate: Heiji Kyokusen no Epigraph,,,,,,no,https://myanimelist.net/manga/49381/Steins_Gate__Heiji_Kyokusen_no_Epigraph,2013-01 - 2013-01,7.72,5,131961
558,Kono Bijutsubu ni wa Mondai ga Aru!,,,,,,no,https://myanimelist.net/manga/50331/Kono_Bijutsubu_ni_wa_Mondai_ga_Aru,2012-01,7.72,1,22497
559,Last Embryo,,,,,,no,https://myanimelist.net/manga/89085/Last_Embryo,2015-01,7.72,2,2923
560,Hanayome wa Motodanshi.,,,,,,no,https://myanimelist.net/manga/96936/Hanayome_wa_Motodanshi,2016-01 - 2016-01,7.72,4,167898
561,Re:Zero kara Hajimeru Isekai Seikatsu Tanpenshuu,,,,,,no,https://myanimelist.net/manga/99446/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_Tanpenshuu,2014-01,7.72,5,2086
562,Kuma Kuma Kuma Bear,,,,,,no,https://myanimelist.net/manga/100512/Kuma_Kuma_Kuma_Bear,2015-01,7.72,1,4479
563,Living no Matsunaga-san,,,,,,no,https://myanimelist.net/manga/103856/Living_no_Matsunaga-san,2016-01 - 2021-01,7.72,2,120720
564,Hoankan Evans no Uso: Dead or Love,,,,,,no,https://myanimelist.net/manga/106190/Hoankan_Evans_no_Uso__Dead_or_Love,2017-01 - 2022-01,7.72,3,227956
565,New Danganronpa V3: Minna no Koroshiai Shingakki Comic Anthology,,,,,,no,https://myanimelist.net/manga/108026/New_Danganronpa_V3__Minna_no_Koroshiai_Shingakki_Comic_Anthology,2017-01 - 2017-01,7.72,4,173933
566,Tennis no Oujisama,,,,,,no,https://myanimelist.net/manga/49/Tennis_no_Oujisama,1999-01 - 2008-01,7.72,5,826195
567,Nicola no Oyururi Makai Kikou,,,,,,no,https://myanimelist.net/manga/105399/Nicola_no_Oyururi_Makai_Kikou,2017-01 - 2021-01,7.71,1,213944
568,Konjiki no Word Master: Yuusha Yonin ni Makikomareta Unique Cheat,,,,,,no,https://myanimelist.net/manga/82401/Konjiki_no_Word_Master__Yuusha_Yonin_ni_Makikomareta_Unique_Cheat,2014-01 - 2018-01,7.71,2,184427
569,Suijin no Hanayome,,,,,,no,https://myanimelist.net/manga/85901/Suijin_no_Hanayome,2015-01 - 2018-01,7.71,3,811131
570,Thermae Romae,,,,,,no,https://myanimelist.net/manga/20647/Thermae_Romae,2008-01 - 2013-01,7.71,4,138173
571,Oretachi no Field,,,,,,no,https://myanimelist.net/manga/21252/Oretachi_no_Field,1991-01 - 1998-01,7.71,5,547
572,Kore wa Koi no Hanashi,,,,,,no,https://myanimelist.net/manga/25046/Kore_wa_Koi_no_Hanashi,2010-01 - 2014-01,7.71,1,149834
573,Gokusen Kanketsu-hen,,,,,,no,https://myanimelist.net/manga/25805/Gokusen_Kanketsu-hen,2007-01 - 2009-01,7.71,2,92034
574,Tonari no Seki-kun,,,,,,no,https://myanimelist.net/manga/28091/Tonari_no_Seki-kun,2010-01,7.71,3,19448
575,Danganronpa/Zero,,,,,,no,https://myanimelist.net/manga/47917/Danganronpa_Zero,2011-01 - 2011-01,7.71,4,111039
576,Naruto Retsuden Series,,,,,,no,https://myanimelist.net/manga/119908/Naruto_Retsuden_Series,2019-01 - 2019-01,7.71,5,191073
577,Kaketa Tsuki to Doughnut,,,,,,no,https://myanimelist.net/manga/120329/Kaketa_Tsuki_to_Doughnut,2019-01 - 2022-01,7.71,1,213293
578,Kumichou Musume to Sewagakari,,,,,,no,https://myanimelist.net/manga/121615/Kumichou_Musume_to_Sewagakari,2018-01,7.71,2,8053
579,My Broken Mariko,,,,,,no,https://myanimelist.net/manga/123812/My_Broken_Mariko,2019-01 - 2019-01,7.71,3,931173
580,Koisuru (Otome) no Tsukurikata,,,,,,no,https://myanimelist.net/manga/125746/Koisuru_Otome_no_Tsukurikata,2020-01,7.71,4,9254
581,Doctor Elise: The Royal Lady with the Lamp,,,,,,no,https://myanimelist.net/manga/130806/Doctor_Elise__The_Royal_Lady_with_the_Lamp,2017-01 - 2024-01,7.71,5,418026
582,Zeikin de Katta Hon,,,,,,no,https://myanimelist.net/manga/142818/Zeikin_de_Katta_Hon,2021-01,7.7,1,4294
583,Gachiakuta,,,,,,no,https://myanimelist.net/manga/144180/Gachiakuta,2022-01,7.7,2,42976
584,Miss Not-So Sidekick,,,,,,no,https://myanimelist.net/manga/147827/Miss_Not-So_Sidekick,2017-01 - 2022-01,7.7,3,223999
585,Isshou Senkin,,,,,,no,https://myanimelist.net/manga/158356/Isshou_Senkin,2023-01,7.7,4,4897
586,Romance 101 Spin-Off,,,,,,no,https://myanimelist.net/manga/158900/Romance_101_Spin-Off,2021-01 - 2021-01,7.7,5,430
587,Kidou Senshi Gundam: Tekketsu no Orphans,,,,,,no,https://myanimelist.net/manga/93408/Kidou_Senshi_Gundam__Tekketsu_no_Orphans,2015-01 - 2016-01,7.7,1,922
588,Ani no Yome to Kurashiteimasu.,,,,,,no,https://myanimelist.net/manga/94342/Ani_no_Yome_to_Kurashiteimasu,2015-01,7.7,2,6634
589,Kawaii Hito,,,,,,no,https://myanimelist.net/manga/96046/Kawaii_Hito,2014-01 - 2019-01,7.7,3,914860
590,Ryuu to Yuusha to Haitatsunin,,,,,,no,https://myanimelist.net/manga/99787/Ryuu_to_Yuusha_to_Haitatsunin,2016-01,7.7,4,2063
591,"Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe",,,,,,no,https://myanimelist.net/manga/106846/Owari_no_Seraph__Ichinose_Guren_16-sai_no_Catastrophe,2017-01 - 2022-01,7.7,5,223960
592,Hige wo Soru. Soshite Joshikousei wo Hirou.,,,,,,no,https://myanimelist.net/manga/116201/Hige_wo_Soru_Soshite_Joshikousei_wo_Hirou,2018-01 - 2021-01,7.7,1,113031
593,Nande Ikiteru ka Wakaranai Hito Izumi Sumi 25-sai,,,,,,no,https://myanimelist.net/manga/117351/Nande_Ikiteru_ka_Wakaranai_Hito_Izumi_Sumi_25-sai,2018-01 - 2019-01,7.7,2,198283
594,Kyuujitsu no Warumono-san,,,,,,no,https://myanimelist.net/manga/117549/Kyuujitsu_no_Warumono-san,2018-01,7.7,3,10687
595,Murazukuri Game no NPC ga Namami no Ningen to shika Omoenai,,,,,,no,https://myanimelist.net/manga/122783/Murazukuri_Game_no_NPC_ga_Namami_no_Ningen_to_shika_Omoenai,2019-01 - 2023-01,7.7,4,236811
596,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen - Tanpenshuu,,,,,,no,https://myanimelist.net/manga/123434/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_-_Tanpenshuu,2019-01,7.7,5,279
597,Ten no Ryuu Chi no Sakura,,,,,,no,https://myanimelist.net/manga/10908/Ten_no_Ryuu_Chi_no_Sakura,2007-01 - 2009-01,7.69,1,94054
598,Superior Cross,,,,,,no,https://myanimelist.net/manga/16567/Superior_Cross,2009-01 - 2011-01,7.69,2,118896
599,Nonnonbaa to Ore,,,,,,no,https://myanimelist.net/manga/16629/Nonnonbaa_to_Ore,1992-01 - 1992-01,7.69,3,921716
600,Suiiki,,,,,,no,https://myanimelist.net/manga/16692/Suiiki,2009-01 - 2010-01,7.69,4,109033
601,Shigatsu wa Kimi no Uso: Coda,,,,,,no,https://myanimelist.net/manga/88588/Shigatsu_wa_Kimi_no_Uso__Coda,2015-01 - 2015-01,7.69,5,153550
602,Theseus no Fune,,,,,,no,https://myanimelist.net/manga/109773/Theseus_no_Fune,2017-01 - 2019-01,7.69,1,192657
603,You to Bakemono ni Naru Chichi ga Tsurai,,,,,,no,https://myanimelist.net/manga/109890/You_to_Bakemono_ni_Naru_Chichi_ga_Tsurai,2017-01 - 2017-01,7.69,2,171325
604,Hinadori wa Shiokaze ni Madoromu,,,,,,no,https://myanimelist.net/manga/113069/Hinadori_wa_Shiokaze_ni_Madoromu,2016-01 - 2017-01,7.69,3,172210
605,Aozora to Kumorizora,,,,,,no,https://myanimelist.net/manga/114945/Aozora_to_Kumorizora,2016-01,7.69,4,9815
606,Asadora!,,,,,,no,https://myanimelist.net/manga/116000/Asadora,2018-01,7.69,5,14374
